,Product Name,Reviews,Key Ingredients,Category,Tokens,Product_Sentiments
149,Ubtan Body Lotion with Turmeric & Kokum Butter for Glowing Skin ,The perfect combo u could gift u. I have been using this for almost one month now and the darkness around my mouth is reduce and I can see visible difference under my eyes no more bags when I smile now,['Turmeric'],['Body Lotion'],['ubtan' 'body' 'lotion' 'turmeric' 'kokum' 'butter' 'glowing' 'skin'],"{'ubtan': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'body': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'lotion': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'turmeric': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'kokum': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'butter': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'glowing': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'skin': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Turmeric': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Body Lotion': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Ubtan Body Lotion with Turmeric & Kokum Butter for Glowing Skin ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, ' ': {'Positive': 1, 'Negative': 0, 'Neutral': 0}}"
150,CoCo Body Lotion With Coffee and Cocoa for Intense Moisturization ,Mamaearth every product are awesome â¤ï¸â¤ï¸,['Coffee'],['NA'],['coco' 'body' 'lotion' 'coffee' 'cocoa' 'intense' 'moisturization'],"{'coco': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'body': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'lotion': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'coffee': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'cocoa': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'intense': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'moisturization': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Coffee': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'NA': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'CoCo Body Lotion With Coffee and Cocoa for Intense Moisturization ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, ' ': {'Positive': 1, 'Negative': 0, 'Neutral': 0}}"
151,Rose Body Lotion with Rose Water and Milk For Deep Hydration ,I used bye bye blemish cream to my dull skin for 2 week ...its really really really good ..it improve my skin tone I have black patches around my mouth its also reduced day by day ..thanks mamaearth,['Rose Water'],['NA'],['rose' 'body' 'lotion' 'rose' 'water' 'milk' 'deep' 'hydration'],"{'rose': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'body': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'lotion': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'water': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'milk': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'deep': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'hydration': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Rose Water': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'NA': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Rose Body Lotion with Rose Water and Milk For Deep Hydration ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, ' ': {'Positive': 1, 'Negative': 0, 'Neutral': 0}}"
152,Vitamin C Foaming Face Wash with Vitamin C & Turmeric for Skin Illumination â€“,Nice product,['Vitamin C'],['Face Wash'],['vitamin' 'c' 'foaming' 'face' 'wash' 'vitamin' 'c' 'turmeric' 'skin' 'illumination'],"{'vitamin': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'c': {'Positive': 2, 'Negative': 0, 'Neutral': 0}, 'foaming': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'face': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'wash': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'turmeric': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'skin': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'illumination': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Vitamin C': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Face Wash': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Vitamin C Foaming Face Wash with Vitamin C & Turmeric for Skin Illumination â€“': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, ' ': {'Positive': 1, 'Negative': 0, 'Neutral': 0}}"
153,Rose Face Toner with Witch Hazel & Rose Water for Pore Tightening ,this combo of face cream and shampoo is too good. the shampoo has tear free formula & cream txeature is very good. my babies has dry skin. works well.,['Rose Water '],['NA'],['rose' 'face' 'toner' 'witch' 'hazel' 'rose' 'water' 'pore' 'tightening'],"{'rose': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'face': {'Positive': 1, 'Negative': 0, 'Neutral': 0}, 'toner': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'witch': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'hazel': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'water': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'pore': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'tightening': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Rose Water ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'NA': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Rose Face Toner with Witch Hazel & Rose Water for Pore Tightening ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, ' ': {'Positive': 3, 'Negative': 0, 'Neutral': 1}}"
154,Ubtan Hand Cream with Turmeric and Honey for Deep Moisturization,After trying many shampoos & body washes for my babies I finally ended up using these & am a very glad mother. Now  my children also happily run for having a bath.,['Turmeric '],['NA'],['ubtan' 'hand' 'cream' 'turmeric' 'honey' 'deep' 'moisturization'],"{'ubtan': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'hand': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'cream': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'turmeric': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'honey': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'deep': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'moisturization': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Turmeric ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'NA': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Ubtan Hand Cream with Turmeric and Honey for Deep Moisturization': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, ' ': {'Positive': 2, 'Negative': 0, 'Neutral': 0}}"
155,Vitamin C Hand Cream with Vitamin C and Shea Butter for Intense Moisturization,these are very good and amazing products so good kids very happy to use these products.,['Vitamin C '],['NA'],['vitamin' 'c' 'hand' 'cream' 'vitamin' 'c' 'shea' 'butter' 'intense' 'moisturization'],"{'vitamin': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'c': {'Positive': 2, 'Negative': 0, 'Neutral': 0}, 'hand': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'cream': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'shea': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'butter': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'intense': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'moisturization': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Vitamin C ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'NA': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Vitamin C Hand Cream with Vitamin C and Shea Butter for Intense Moisturization': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, ' ': {'Positive': 1, 'Negative': 0, 'Neutral': 0}}"
156,CoCo Hand Cream with Coffee & Cocoa for Rich Moisturization,Nice products awesome quality,['Cocoa '],['NA'],['coco' 'hand' 'cream' 'coffee' 'cocoa' 'rich' 'moisturization'],"{'coco': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'hand': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'cream': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'coffee': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'cocoa': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'rich': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'moisturization': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Cocoa ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'NA': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'CoCo Hand Cream with Coffee & Cocoa for Rich Moisturization': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, ' ': {'Positive': 1, 'Negative': 0, 'Neutral': 0}}"
157,Micellar Water Foaming Makeup Remover with Rose Water & Glycolic Acid for Makeup Cleansing ,My kid loves the soft and cool feel of the body wash and face cream as evertyime I use it he starts to giggle. Mamaearth is always a good & safe choice for babies!,['Rose Water '],['NA'],['micellar' 'water' 'foaming' 'makeup' 'remover' 'rose' 'water' 'glycolic' 'acid' 'makeup' 'cleansing'],"{'micellar': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'water': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'foaming': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'makeup': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'remover': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'rose': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'glycolic': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'acid': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'cleansing': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Rose Water ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'NA': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Micellar Water Foaming Makeup Remover with Rose Water & Glycolic Acid for Makeup Cleansing ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, ' ': {'Positive': 2, 'Negative': 0, 'Neutral': 0}}"
159,Argan Shampoo and Conditioner Combo,It is Tearfree best suited for baby skin highly recommended..,['Argan Oil '],['NA'],['argan' 'shampoo' 'conditioner' 'combo'],"{'argan': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'shampoo': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'conditioner': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'combo': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Argan Oil ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'NA': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Argan Shampoo and Conditioner Combo': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, ' ': {'Positive': 1, 'Negative': 0, 'Neutral': 0}}"
160,Argan Hair Mask & Argan Shampoo,Bathroom wash,['Argan Oil '],['Hair Shampoo'],['argan' 'hair' 'mask' 'argan' 'shampoo'],"{'argan': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'hair': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'mask': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'shampoo': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Argan Oil ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Hair Shampoo': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Argan Hair Mask & Argan Shampoo': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, ' ': {'Positive': 0, 'Negative': 0, 'Neutral': 1}}"
161,Tan Removal Combo,I have no problems with this tearfree formula body wash for babies. My child is clean in minutes without any fuss and yes itâ€™s completely babysafe! Thanks Mamaearth!,['Turmeric '],['NA'],['tan' 'removal' 'combo'],"{'tan': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'removal': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'combo': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Turmeric ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'NA': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Tan Removal Combo': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, ' ': {'Positive': 2, 'Negative': 1, 'Neutral': 0}}"
166,Vitamin C Night Regimen Combo,Awesome product,['Vitamin C '],['NA'],['vitamin' 'c' 'night' 'regimen' 'combo'],"{'vitamin': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'c': {'Positive': 1, 'Negative': 0, 'Neutral': 0}, 'night': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'regimen': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'combo': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Vitamin C ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'NA': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Vitamin C Night Regimen Combo': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, ' ': {'Positive': 1, 'Negative': 0, 'Neutral': 0}}"
167,Vitamin C Day Regimen Combo,This is amazing,['Vitamin C '],['NA'],['vitamin' 'c' 'day' 'regimen' 'combo'],"{'vitamin': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'c': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'day': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'regimen': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'combo': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Vitamin C ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'NA': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Vitamin C Day Regimen Combo': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, ' ': {'Positive': 1, 'Negative': 0, 'Neutral': 0}}"
168,BhringAmla Conditioner with Bhringraj & Amla for Intense Hair Treatment â€“,Started using this from last month and I have seen a change in my skin..it's glowing and clean..use it twice or thrice a day whenever I get time to wash my face,['Bhringraj '],['NA'],['bhringamla' 'conditioner' 'bhringraj' 'amla' 'intense' 'hair' 'treatment'],"{'bhringamla': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'conditioner': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'bhringraj': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'amla': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'intense': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'hair': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'treatment': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Bhringraj ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'NA': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'BhringAmla Conditioner with Bhringraj & Amla for Intense Hair Treatment â€“': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, ' ': {'Positive': 0, 'Negative': 0, 'Neutral': 1}}"
169,BhringAmla Shampoo with Bhringraj & Amla for Intense Hair Treatment ,I just love it. It's packing it's content not to forget the essence of nature in all products one word AWESOME. Gifted it to my friend and she just loves it. Thanks you.,['Bhringraj '],['Hair Shampoo'],['bhringamla' 'shampoo' 'bhringraj' 'amla' 'intense' 'hair' 'treatment'],"{'bhringamla': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'shampoo': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'bhringraj': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'amla': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'intense': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'hair': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'treatment': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Bhringraj ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Hair Shampoo': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'BhringAmla Shampoo with Bhringraj & Amla for Intense Hair Treatment ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, ' ': {'Positive': 4, 'Negative': 0, 'Neutral': 0}}"
170,BhringAmla Hair Oil with Bhringraj & Amla for Intense Hair Treatment â€“,Good,['Bhringraj '],['Hair Oil'],['bhringamla' 'hair' 'oil' 'bhringraj' 'amla' 'intense' 'hair' 'treatment'],"{'bhringamla': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'hair': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'oil': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'bhringraj': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'amla': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'intense': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'treatment': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Bhringraj ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Hair Oil': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'BhringAmla Hair Oil with Bhringraj & Amla for Intense Hair Treatment â€“': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, ' ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}}"
171,Tan Removal Regimen,Simply amazed by the results... my acne n pimples have healed... skin feels lively n fresh... loved it,['Turmeric '],['NA'],['tan' 'removal' 'regimen'],"{'tan': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'removal': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'regimen': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Turmeric ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'NA': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Tan Removal Regimen': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, ' ': {'Positive': 1, 'Negative': 0, 'Neutral': 0}}"
172,BhringAmla Hair Mask with Bhringraj & Amla for Intense Hair Treatment â€“,It is an awesome product by Mamaearth.,['Bhringraj '],['NA'],['bhringamla' 'hair' 'mask' 'bhringraj' 'amla' 'intense' 'hair' 'treatment'],"{'bhringamla': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'hair': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'mask': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'bhringraj': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'amla': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'intense': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'treatment': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Bhringraj ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'NA': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'BhringAmla Hair Mask with Bhringraj & Amla for Intense Hair Treatment â€“': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, ' ': {'Positive': 1, 'Negative': 0, 'Neutral': 0}}"
178,CoCo Face Scrub with Coffee & Cocoa for Rich Exfoliation ,Vitamin C has become a celebrated ingredient in the skin care industry. My search for a perfect vitamin c serum for skin ended with skin illuminate serum. Just love it!,['Coffee ' 'Cocoa '],['NA'],['coco' 'face' 'scrub' 'coffee' 'cocoa' 'rich' 'exfoliation'],"{'coco': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'face': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'scrub': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'coffee': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'cocoa': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'rich': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'exfoliation': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Coffee ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Cocoa ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'NA': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'CoCo Face Scrub with Coffee & Cocoa for Rich Exfoliation ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, ' ': {'Positive': 3, 'Negative': 0, 'Neutral': 0}}"
179,CoCo Face Mask with Coffee & Cocoa for Skin Awakening ,Hands down the best under eye cream for dark circles. I love it and does not feel sticky or look oily. I make sure to use this dark circle treatment every day.,['Coffee '],['Face Mask'],['coco' 'face' 'mask' 'coffee' 'cocoa' 'skin' 'awakening'],"{'coco': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'face': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'mask': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'coffee': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'cocoa': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'skin': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'awakening': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Coffee ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Face Mask': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'CoCo Face Mask with Coffee & Cocoa for Skin Awakening ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, ' ': {'Positive': 3, 'Negative': 0, 'Neutral': 0}}"
183,Hair Fall Control Regime Combo: Onion Shampoo 250ml and Onion Hair Mask,I am actually amazed after seeÃ¬ng the results... its superb... made my hairs soft n smmoth n strong... really loved it.. it was worth the buy,[],['Hair Shampoo'],['hair' 'fall' 'control' 'regime' 'combo' 'onion' 'shampoo' '250ml' 'onion' 'hair' 'mask'],"{'hair': {'Positive': 2, 'Negative': 0, 'Neutral': 0}, 'fall': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'control': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'regime': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'combo': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'onion': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'shampoo': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, '250ml': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'mask': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Hair Shampoo': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Hair Fall Control Regime Combo: Onion Shampoo 250ml and Onion Hair Mask': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, ' ': {'Positive': 1, 'Negative': 0, 'Neutral': 0}}"
